year,county,acres_burn,fire_name,avg_acres_burned,avg_fires_per_year,total_acres_burned,total_fires
2023,Siskiyou,5.729125,WHITWORTH,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Butte,13.6023846,KAISER,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,Amador,27.8144646,JACKSON,2296.5198136333333,2.3684210526315788,103343.39161350002,45
2023,Amador,58.7602272,CARBON,2296.5198136333333,2.3684210526315788,103343.39161350002,45
2023,Amador,70.9789963,LIBERTY,2296.5198136333333,2.3684210526315788,103343.39161350002,45
2023,Sacramento,28.6379089,CLAY,382.7699260346154,2.1666666666666665,9952.0180769,26
2023,San Benito,13.5931292,PAICINES,218.63181090645162,2.9523809523809526,13555.172276199999,62
2023,Monterey,391.374939,VINEYARD,3772.899721702198,7.913043478260869,686667.7493497998,182
2023,Monterey,40.4179611,SLACKS,3772.899721702198,7.913043478260869,686667.7493497998,182
2023,San Benito,296.6445312,IDRIA,218.63181090645162,2.9523809523809526,13555.172276199999,62
2023,Shasta,161.8136902,WONDER,3952.487591378281,9.208333333333334,873499.7576946,221
2023,Shasta,11.9180145,PINE,3952.487591378281,9.208333333333334,873499.7576946,221
2023,Shasta,20.6700001,OLIVE,3952.487591378281,9.208333333333334,873499.7576946,221
2023,Butte,52.1738281,TURKEY,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,Butte,10.0720148,VIRGINIA,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,Riverside,8354.7763672,RABBIT,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,104.0206604,HIGHLAND,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,435.68396,RECHE,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,334.5827637,GAVILAN,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,337.9315796,RAMONA,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Butte,74.1023102,CEMETERY,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,Trinity,56.8777199,1-10,3346.971937926405,7.416666666666667,595761.0049508997,178
2023,Butte,19.2881584,CANA,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,El Dorado,11.6999998,MISTY,1818.2146183294117,5.409090909090909,216367.5395812,119
2023,Riverside,2487,HIGHLAND,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Amador,11.1000004,PLYMOUTH,2296.5198136333333,2.3684210526315788,103343.39161350002,45
2023,Butte,11.1226215,WALL,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,Kern,83.7126846,HOSTLY,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.9487286,ADOBE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.2677271,LAZY,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,225.6406097,BITTER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,14.7427902,LAVENDER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,6.7633452,POND,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,9.6872149,ELK,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,6.8605866,TOLL,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,4.915308,POINT,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,83.4755554,PENTLAND,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,59.267845199999996,LITTLE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.6660528,ELK,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.7773776,TANK,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,6.4191089,FAMOSO,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.3347123,LAST,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.9667449,POST,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,7.9617214,WATER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,107.8487473,CHAMPAGNE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,17.1569653,TRUCK,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,536.0197144,ROUND,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,9.0598602,CANYON,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,9.6132755,SOUTH 2,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,6.1701913,TREE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.7237601,BAKER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,4.9904861,MID,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,1043.6650391,DISTRICT,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,52.757534,BODFISH,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,20.6137409,SCODIE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,60.6250992,BEALE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,34.747139,HABERKERN,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,4.3875246,COMANCHE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,1291.1656494,EAST,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,14.5901423,EDMONSTON,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5228.8710938,ALMOND,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,89.4647369,BOULEVARD,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.8167157,BRITE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,16.050684,GENERAL,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,52.5471649,TROTTER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,4.7139068,GROVE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,34.6490326,BLACKWELL,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,4.0159955,SEMI,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,33.3207664,DEN,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,7.908133,ROLLING,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,7.3095179,TULE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,55.0253906,CALIENTE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,10.3764696,FLAT,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.1756058,TOWER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.0022383,POSO,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,7.9713678,BLUE BARN,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,6.4306293,CORNER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,13.7171192,ROCK,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,4.4403057,SKY,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.0306878,LIERLY,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.2266283,ANNETTE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,6.3157287,CREEK,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,8.4963779,SHERWOOD,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,8.2028923,CROCKER,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,5.4876614,BRONZE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,16.7643471,KERN,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,86.2766953,LINE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,15.0413895,FIELD,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.0004704,FANO,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,3.4336216,FANO 2,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,7.2589087,FRONT,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,13.3283596,HOLLOW,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Santa Barbara,5761.5214844,PLANT,4885.447862624118,7.083333333333333,830526.1366461001,170
2023,Santa Barbara,211.1919708,SUN,4885.447862624118,7.083333333333333,830526.1366461001,170
2023,Santa Barbara,95.6661301,GRADE,4885.447862624118,7.083333333333333,830526.1366461001,170
2023,Yuba,94.2770462,SCOTT,121.9748129937008,5.7727272727272725,15490.801250199998,127
2023,Yuba,58.0098381,PEOIRA,121.9748129937008,5.7727272727272725,15490.801250199998,127
2023,Yuba,13.7299995,SICARD,121.9748129937008,5.7727272727272725,15490.801250199998,127
2023,Kern,3.1215601,TULE 2,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,2.2649,RANCHO,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,169.9730072,PINE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Madera,83,WHISKEY,956.2385873490001,4.3478260869565215,95623.85873490004,100
2023,Monterey,4.5,WILLIAMS,3772.899721702198,7.913043478260869,686667.7493497998,182
2023,Ventura,1.655345,TRAIL,713.9873099008099,10.291666666666666,176354.86554550004,247
2023,Ventura,13.0123568,VILLANOVA,713.9873099008099,10.291666666666666,176354.86554550004,247
2023,Ventura,2715.3999023,SOUTH,713.9873099008099,10.291666666666666,176354.86554550004,247
2023,Riverside,531.0220947,ROCK,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,2323.1064453,BONNY,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Monterey,53.9000015,WILLIAMS,3772.899721702198,7.913043478260869,686667.7493497998,182
2023,Placer,9.5322714,TANWOODS,515.2089396697675,7.166666666666667,88615.93762320002,172
2023,Placer,25,FOOTHILLS,515.2089396697675,7.166666666666667,88615.93762320002,172
2023,Placer,11.6300001,BREWER,515.2089396697675,7.166666666666667,88615.93762320002,172
2023,Yuba,44,ERIC,121.9748129937008,5.7727272727272725,15490.801250199998,127
2023,Yuba,10.8000002,SPENCEVILLE,121.9748129937008,5.7727272727272725,15490.801250199998,127
2023,Yuba,16.6000004,DOOLITTLE,121.9748129937008,5.7727272727272725,15490.801250199998,127
2023,Calaveras,106,GANN,547.5166738202021,4.95,54204.150708199995,99
2023,Mendocino,0.46,HAZEL,1107.1124279236112,6.545454545454546,159424.18962100006,144
2023,Napa,97.1194534,SNELL,5455.704999508824,3.4,370987.9399666001,68
2023,Mendocino,0.14,AIRPORT,1107.1124279236112,6.545454545454546,159424.18962100006,144
2023,San Diego,12.1999998,WILDCAT 2,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Diego,466.5,COYOTE,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Diego,3.5,COUSER 2,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Diego,37.4000015,BLACKWOOD,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,Shasta,2.5799999,RUBY,3952.487591378281,9.208333333333334,873499.7576946,221
2023,Shasta,28.9599991,DURA,3952.487591378281,9.208333333333334,873499.7576946,221
2023,San Diego,61.0699997,BORDER 14,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Diego,10.5100002,BORDER 30,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Diego,17.9500008,BORDER 13,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,Stanislaus,11.0216064,GREY,381.8279306060606,3.6666666666666665,25200.643419999993,66
2023,Inyo,54.5471802,MAIN,1886.8387318108435,3.772727272727273,156607.61474029996,83
2023,Humboldt,12.8924599,PECWAN,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Tulare,0.0665742,PARK,3529.422226314043,9.791666666666666,829414.2231837998,235
2023,Tulare,138.2094574,ROBIN,3529.422226314043,9.791666666666666,829414.2231837998,235
2023,Riverside,37.2804337,JOHNSON,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,14.4353619,ALMOND,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,8.1325989,HOMESTEAD,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,1.601149,BROADWAY,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,127,66,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Monterey,1.98,VEGA,3772.899721702198,7.913043478260869,686667.7493497998,182
2023,Fresno,108.1650009,ORANGE,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,20.1026001,RODEO,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,19.1282005,STRIKE,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,25.7406006,GEORGE,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,23.8873997,CRANE,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,14.3992004,PECK,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,30.3938007,BRIDGE,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,127.1460037,PISTOL,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,16.7198009,WINCHELL,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,11.1382999,JUNIPER,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,60.4370995,POWER,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Fresno,27.6025009,LONG,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Los Angeles,57.4900017,VICTOR,2167.246773475127,24.625,1280842.8431238013,591
2023,San Diego,39.6869965,SAGE,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Mateo,26.824646,WHIPPLE,7921.628857909091,1.5714285714285714,87137.91743699998,11
2023,Glenn,3.3127263,RIVER,803.6360488,2.9285714285714284,32949.0780008,41
2023,Kern,2.5459447,CORCORAN,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,San Bernardino,226.9750977,NOB,1847.5510703515038,11.565217391304348,491448.5847135001,266
2023,Trinity,11.8398952,CARAWAY,3346.971937926405,7.416666666666667,595761.0049508997,178
2023,Tuolumne,1180.6179199,BONE,408.9012248450704,8.875,87095.960892,213
2023,Kern,76.1993484,TECUYA,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Los Angeles,25.9065247,VISTA,2167.246773475127,24.625,1280842.8431238013,591
2023,Tuolumne,836.8499146,PEAK,408.9012248450704,8.875,87095.960892,213
2023,Fresno,2857.9880371,RABBIT,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Modoc,12.3451738,SPRING,2179.2609237518136,8.041666666666666,420597.3582841003,193
2023,Modoc,20.040205,RIM,2179.2609237518136,8.041666666666666,420597.3582841003,193
2023,Trinity,31.2194805,SULPHER,3346.971937926405,7.416666666666667,595761.0049508997,178
2023,Tuolumne,8645.4257812,QUARRY,408.9012248450704,8.875,87095.960892,213
2023,Los Angeles,16.7589798,DRY,2167.246773475127,24.625,1280842.8431238013,591
2023,Fresno,23.5601387,COTTON,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Trinity,4198.1943359,DEEP,3346.971937926405,7.416666666666667,595761.0049508997,178
2023,San Bernardino,93077.8671875,YORK,1847.5510703515038,11.565217391304348,491448.5847135001,266
2023,Humboldt,739.8181763,LOST,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Humboldt,16.54212,BRIDGE RIDGE,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Humboldt,12.4005899,DEVIL,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Mariposa,841,PIKA,2753.921167997248,9.083333333333334,600354.8146234003,218
2023,Tulare,2248.4492188,REDWOOD,3529.422226314043,9.791666666666666,829414.2231837998,235
2023,Tulare,23.9300003,SYCAMORE,3529.422226314043,9.791666666666666,829414.2231837998,235
2023,Fresno,67.2604141,PANOCHE,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,San Diego,23.6683121,BORDER 34,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Diego,38.6051559,BORDER 42,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,San Bernardino,28.6404705,VALLEY,1847.5510703515038,11.565217391304348,491448.5847135001,266
2023,Riverside,1033.3076172,GEOLOGY,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Alpine,32.5939674,WOLF CREEK,14687.00496502414,1.8125,425923.1439857,29
2023,Sierra,52.9341087,HILL,296.2875625909091,1.4666666666666666,6518.326377,22
2023,Modoc,8.5022736,JANES,2179.2609237518136,8.041666666666666,420597.3582841003,193
2023,Modoc,56.0623894,JESS,2179.2609237518136,8.041666666666666,420597.3582841003,193
2023,Trinity,5.7026033,MULE,3346.971937926405,7.416666666666667,595761.0049508997,178
2023,Butte,8.9229708,L-1 BRANCH FISH,12620.30156653609,5.782608695652174,1678500.1083492993,133
2023,Kern,8.3260422,STINE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Siskiyou,5.4899216,MONTE,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Tehama,472.7208557,SLIDE 1,1704.9578966474137,5.2727272727272725,197775.11601110006,116
2023,Nevada,44.8048248,HIGHWAY,529.1778333384615,3.25,34396.559167,65
2023,Santa Barbara,12.561141,ROAD,4885.447862624118,7.083333333333333,830526.1366461001,170
2023,Humboldt,8.3687639,CREEK,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Humboldt,76.7887039,PILOT,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Kern,23.0013752,LANE,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Los Angeles,426.2045593,AGUA,2167.246773475127,24.625,1280842.8431238013,591
2023,Madera,118.546051,KING,956.2385873490001,4.3478260869565215,95623.85873490004,100
2023,Fresno,46.6566963,WILDCAT,2883.146307944982,11.208333333333334,775566.3568371999,269
2023,Mono,322.960907,COWTRACK,1795.060906416923,2.8260869565217392,116678.95891710003,65
2023,Inyo,62.9343185,IMVITE,1886.8387318108435,3.772727272727273,156607.61474029996,83
2023,San Bernardino,81.684639,STODDARD,1847.5510703515038,11.565217391304348,491448.5847135001,266
2023,Kern,15.1004477,GOLF,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,13.7169886,KERTO,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Kern,10.0798779,MINERAL,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Calaveras,34.1757507,KNOLL,547.5166738202021,4.95,54204.150708199995,99
2023,Kern,12.7490711,MAJORS,755.8509151857381,24.833333333333332,450487.1454507003,596
2023,Riverside,22.0899162,MEADOW,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,San Diego,12.7712498,BORDER 38,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,Inyo,1113.8980713,NONAME,1886.8387318108435,3.772727272727273,156607.61474029996,83
2023,Kern,178.1576996,GRANITE,755.8509151857381,24.833333333333332,450487.1454507003,596
